ID_Producao;Data;Ano;Mes;Nome_Mes;AnoMes;Trimestre;Dia;Dia_Semana;Tipo_Dia;Setor;Produto;Categoria_Produto;Preco_Unitario;Meta_Producao;Quantidade_Produzida;Atingiu_Meta;Quantidade_Defeitos;Taxa_Defeitos_%;Defeito_Falha_Silk;Defeito_Mancha_Tinta;Defeito_Deslocamento_Arte;Defeito_Ponto_Solto;Defeito_Desalinhamento_Costura;Tipo_Defeito_Predominante;Classificacao_Qualidade;Quantidade_Retrabalho;Quantidade_Segunda_Qualidade;Perda_Financeira;Quantidade_Vendida;Faturamento;Materia_Prima_Critica;Estoque_Atual;Estoque_Minimo;Alerta_Estoque;Alerta_Meta;Alerta_Qualidade
1465;2025-03-24;2025;3;Março;2025-03;T1;24;Segunda-feira;Dia útil;Costura;Shorts Infantil;Infantil;44.9;158;160;Sim;2;1.25;0;0;0;1;1;Ponto solto;Retrabalho;1;1;15.29;0;0.0;Aviamentos;659;260;Não;Não;Não
1456;2025-03-24;2025;3;Março;2025-03;T1;24;Segunda-feira;Dia útil;Estamparia;Body;Baby;38.9;362;329;Não;14;4.26;5;5;4;0;0;Falha de silk;Retrabalho;7;7;107.3;0;0.0;Tinta de estamparia;479;140;Não;Não;Não
1458;2025-03-24;2025;3;Março;2025-03;T1;24;Segunda-feira;Dia útil;Estamparia;Camiseta Estampada;Infantil;49.9;286;290;Sim;5;1.72;4;1;0;0;0;Falha de silk;Retrabalho;3;2;30.39;0;0.0;Tinta de estamparia;509;140;Não;Não;Não
1457;2025-03-24;2025;3;Março;2025-03;T1;24;Segunda-feira;Dia útil;Estamparia;Conjunto Infantil;Infantil;89.9;334;304;Não;15;4.93;4;8;2;1;0;Mancha de tinta;Retrabalho;9;6;211.95;0;0.0;Tinta de estamparia;515;140;Não;Não;Não
1459;2025-03-24;2025;3;Março;2025-03;T1;24;Segunda-feira;Dia útil;Estamparia;Pijama Infantil;Infantil;79.9;243;203;Não;12;5.91;5;5;2;0;0;Falha de silk;Retrabalho;6;6;197.08;0;0.0;Tinta de estamparia;368;140;Não;Sim;Sim
1460;2025-03-24;2025;3;Março;2025-03;T1;24;Segunda-feira;Dia útil;Estamparia;Shorts Infantil;Infantil;44.9;181;199;Sim;8;4.02;2;3;2;0;1;Mancha de tinta;Retrabalho;4;4;63.17;0;0.0;Tinta de estamparia;371;140;Não;Não;Não
1471;2025-03-24;2025;3;Março;2025-03;T1;24;Segunda-feira;Dia útil;Expedição;Body;Baby;38.9;328;316;Não;2;0.63;0;0;0;1;1;Ponto solto;Retrabalho;1;1;16.27;291;11319.9;Malha de algodão;1742;480;Não;Não;Não
1473;2025-03-24;2025;3;Março;2025-03;T1;24;Segunda-feira;Dia útil;Expedição;Camiseta Estampada;Infantil;49.9;271;294;Sim;1;0.34;1;0;0;0;0;Falha de silk;Retrabalho;1;0;0.0;253;12624.7;Tinta de estamparia;341;140;Não;Não;Não
1472;2025-03-24;2025;3;Março;2025-03;T1;24;Segunda-feira;Dia útil;Expedição;Conjunto Infantil;Infantil;89.9;300;288;Não;1;0.35;0;0;0;0;1;Desalinhamento de costura;Retrabalho;1;0;0.0;270;24273.0;Malha de algodão;1214;480;Não;Não;Não
1474;2025-03-24;2025;3;Março;2025-03;T1;24;Segunda-feira;Dia útil;Expedição;Pijama Infantil;Infantil;79.9;204;218;Sim;1;0.46;0;0;0;0;1;Desalinhamento de costura;Retrabalho;1;0;0.0;185;14781.5;Malha de algodão;1259;480;Não;Não;Não
1475;2025-03-24;2025;3;Março;2025-03;T1;24;Segunda-feira;Dia útil;Expedição;Shorts Infantil;Infantil;44.9;147;139;Não;1;0.72;1;0;0;0;0;Falha de silk;Retrabalho;1;0;0.0;119;5343.1;Aviamentos;787;260;Não;Não;Não
1466;2025-03-24;2025;3;Março;2025-03;T1;24;Segunda-feira;Dia útil;Revisão;Body;Baby;38.9;324;266;Não;7;2.63;1;2;2;0;2;Mancha de tinta;Retrabalho;4;3;47.14;0;0.0;Malha de algodão;1085;480;Não;Sim;Não
1468;2025-03-24;2025;3;Março;2025-03;T1;24;Segunda-feira;Dia útil;Revisão;Camiseta Estampada;Infantil;49.9;290;293;Sim;4;1.37;0;0;1;3;0;Ponto solto;Retrabalho;2;2;39.96;0;0.0;Tinta de estamparia;263;140;Não;Não;Não
1467;2025-03-24;2025;3;Março;2025-03;T1;24;Segunda-feira;Dia útil;Revisão;Conjunto Infantil;Infantil;89.9;321;305;Não;5;1.64;1;1;0;1;2;Desalinhamento de costura;Retrabalho;3;2;72.78;0;0.0;Malha de algodão;1438;480;Não;Não;Não
1469;2025-03-24;2025;3;Março;2025-03;T1;24;Segunda-feira;Dia útil;Revisão;Pijama Infantil;Infantil;79.9;214;198;Não;4;2.02;1;1;1;1;0;Falha de silk;Retrabalho;3;1;33.35;0;0.0;Malha de algodão;1688;480;Não;Não;Não
1470;2025-03-24;2025;3;Março;2025-03;T1;24;Segunda-feira;Dia útil;Revisão;Shorts Infantil;Infantil;44.9;154;148;Não;3;2.03;1;1;0;1;0;Falha de silk;Retrabalho;2;1;15.66;0;0.0;Aviamentos;665;260;Não;Não;Não
1476;2025-03-25;2025;3;Março;2025-03;T1;25;Terça-feira;Dia útil;Corte;Body;Baby;38.9;418;503;Sim;6;1.19;0;0;1;0;5;Desalinhamento de costura;Retrabalho;4;2;30.79;0;0.0;Malha de algodão;1669;480;Não;Não;Não
1478;2025-03-25;2025;3;Março;2025-03;T1;25;Terça-feira;Dia útil;Corte;Camiseta Estampada;Infantil;49.9;346;379;Sim;4;1.06;0;0;0;0;4;Desalinhamento de costura;Retrabalho;2;2;38.02;0;0.0;Tinta de estamparia;376;140;Não;Não;Não
1477;2025-03-25;2025;3;Março;2025-03;T1;25;Terça-feira;Dia útil;Corte;Conjunto Infantil;Infantil;89.9;396;413;Sim;8;1.94;0;0;0;3;5;Desalinhamento de costura;Retrabalho;6;2;65.95;0;0.0;Malha de algodão;1665;480;Não;Não;Não
1479;2025-03-25;2025;3;Março;2025-03;T1;25;Terça-feira;Dia útil;Corte;Pijama Infantil;Infantil;79.9;261;287;Sim;3;1.05;0;0;0;1;2;Desalinhamento de costura;Retrabalho;2;1;24.76;0;0.0;Malha de algodão;1535;480;Não;Não;Não
1480;2025-03-25;2025;3;Março;2025-03;T1;25;Terça-feira;Dia útil;Corte;Shorts Infantil;Infantil;44.9;204;188;Não;1;0.53;0;0;0;0;1;Desalinhamento de costura;Retrabalho;1;0;0.0;0;0.0;Aviamentos;407;260;Não;Não;Não
1486;2025-03-25;2025;3;Março;2025-03;T1;25;Terça-feira;Dia útil;Costura;Body;Baby;38.9;378;305;Não;5;1.64;0;1;0;2;2;Ponto solto;Retrabalho;4;1;15.23;0;0.0;Aviamentos;729;260;Não;Sim;Não
1488;2025-03-25;2025;3;Março;2025-03;T1;25;Terça-feira;Dia útil;Costura;Camiseta Estampada;Infantil;49.9;328;246;Não;6;2.44;0;0;0;1;5;Desalinhamento de costura;Retrabalho;4;2;28.3;0;0.0;Aviamentos;532;260;Não;Sim;Não
1487;2025-03-25;2025;3;Março;2025-03;T1;25;Terça-feira;Dia útil;Costura;Conjunto Infantil;Infantil;89.9;351;295;Não;4;1.36;0;0;0;3;1;Ponto solto;Retrabalho;3;1;35.81;0;0.0;Aviamentos;878;260;Não;Sim;Não
1489;2025-03-25;2025;3;Março;2025-03;T1;25;Terça-feira;Dia útil;Costura;Pijama Infantil;Infantil;79.9;223;214;Não;3;1.4;0;0;0;1;2;Desalinhamento de costura;Retrabalho;2;1;29.34;0;0.0;Aviamentos;661;260;Não;Não;Não
1490;2025-03-25;2025;3;Março;2025-03;T1;25;Terça-feira;Dia útil;Costura;Shorts Infantil;Infantil;44.9;176;152;Não;4;2.63;0;0;0;3;1;Ponto solto;Retrabalho;3;1;13.27;0;0.0;Aviamentos;664;260;Não;Sim;Não
1481;2025-03-25;2025;3;Março;2025-03;T1;25;Terça-feira;Dia útil;Estamparia;Body;Baby;38.9;379;333;Não;10;3.0;2;7;1;0;0;Mancha de tinta;Retrabalho;5;5;76.48;0;0.0;Tinta de estamparia;470;140;Não;Sim;Não
1483;2025-03-25;2025;3;Março;2025-03;T1;25;Terça-feira;Dia útil;Estamparia;Camiseta Estampada;Infantil;49.9;325;299;Não;14;4.68;4;6;4;0;0;Mancha de tinta;Retrabalho;7;7;109.02;0;0.0;Tinta de estamparia;249;140;Não;Não;Não
1482;2025-03-25;2025;3;Março;2025-03;T1;25;Terça-feira;Dia útil;Estamparia;Conjunto Infantil;Infantil;89.9;371;353;Não;16;4.53;8;5;3;0;0;Falha de silk;Retrabalho;10;6;188.77;0;0.0;Tinta de estamparia;334;140;Não;Não;Não
1484;2025-03-25;2025;3;Março;2025-03;T1;25;Terça-feira;Dia útil;Estamparia;Pijama Infantil;Infantil;79.9;251;194;Não;13;6.7;4;8;0;1;0;Mancha de tinta;Segunda Qualidade;6;7;196.45;0;0.0;Tinta de estamparia;337;140;Não;Sim;Sim
1485;2025-03-25;2025;3;Março;2025-03;T1;25;Terça-feira;Dia útil;Estamparia;Shorts Infantil;Infantil;44.9;187;175;Não;8;4.57;5;3;0;0;0;Falha de silk;Retrabalho;4;4;68.42;0;0.0;Tinta de estamparia;455;140;Não;Não;Não
1496;2025-03-25;2025;3;Março;2025-03;T1;25;Terça-feira;Dia útil;Expedição;Body;Baby;38.9;355;355;Sim;0;0.0;0;0;0;0;0;Sem defeito relevante;Sem ocorrência relevante;0;0;0.0;330;12837.0;Malha de algodão;1548;480;Não;Não;Não
1498;2025-03-25;2025;3;Março;2025-03;T1;25;Terça-feira;Dia útil;Expedição;Camiseta Estampada;Infantil;49.9;285;273;Não;1;0.37;0;0;0;0;1;Desalinhamento de costura;Retrabalho;1;0;0.0;232;11576.8;Tinta de estamparia;418;140;Não;Não;Não
1497;2025-03-25;2025;3;Março;2025-03;T1;25;Terça-feira;Dia útil;Expedição;Conjunto Infantil;Infantil;89.9;324;336;Sim;1;0.3;0;0;0;0;1;Desalinhamento de costura;Retrabalho;1;0;0.0;301;27059.9;Malha de algodão;1246;480;Não;Não;Não
1499;2025-03-25;2025;3;Março;2025-03;T1;25;Terça-feira;Dia útil;Expedição;Pijama Infantil;Infantil;79.9;213;226;Sim;1;0.44;1;0;0;0;0;Falha de silk;Retrabalho;1;0;0.0;211;16858.9;Malha de algodão;1750;480;Não;Não;Não
1500;2025-03-25;2025;3;Março;2025-03;T1;25;Terça-feira;Dia útil;Expedição;Shorts Infantil;Infantil;44.9;167;180;Sim;1;0.56;0;1;0;0;0;Mancha de tinta;Retrabalho;1;0;0.0;169;7588.1;Aviamentos;622;260;Não;Não;Não
1491;2025-03-25;2025;3;Março;2025-03;T1;25;Terça-feira;Dia útil;Revisão;Body;Baby;38.9;362;404;Sim;6;1.49;1;1;1;1;2;Desalinhamento de costura;Retrabalho;4;2;28.76;0;0.0;Malha de algodão;1056;480;Não;Não;Não
1493;2025-03-25;2025;3;Março;2025-03;T1;25;Terça-feira;Dia útil;Revisão;Camiseta Estampada;Infantil;49.9;305;327;Sim;7;2.14;1;0;4;0;2;Deslocamento da arte;Retrabalho;4;3;55.9;0;0.0;Tinta de estamparia;410;140;Não;Não;Não
1492;2025-03-25;2025;3;Março;2025-03;T1;25;Terça-feira;Dia útil;Revisão;Conjunto Infantil;Infantil;89.9;332;311;Não;9;2.89;4;1;2;2;0;Falha de silk;Retrabalho;6;3;78.83;0;0.0;Malha de algodão;1292;480;Não;Não;Não
1494;2025-03-25;2025;3;Março;2025-03;T1;25;Terça-feira;Dia útil;Revisão;Pijama Infantil;Infantil;79.9;225;224;Não;6;2.68;3;2;0;0;1;Falha de silk;Retrabalho;4;2;65.33;0;0.0;Malha de algodão;951;480;Não;Não;Não
1495;2025-03-25;2025;3;Março;2025-03;T1;25;Terça-feira;Dia útil;Revisão;Shorts Infantil;Infantil;44.9;175;181;Sim;2;1.1;0;1;0;1;0;Mancha de tinta;Retrabalho;1;1;17.57;0;0.0;Aviamentos;831;260;Não;Não;Não
1501;2025-03-26;2025;3;Março;2025-03;T1;26;Quarta-feira;Dia útil;Corte;Body;Baby;38.9;436;336;Não;5;1.49;0;0;0;0;5;Desalinhamento de costura;Retrabalho;3;2;28.37;0;0.0;Malha de algodão;1061;480;Não;Sim;Não
1503;2025-03-26;2025;3;Março;2025-03;T1;26;Quarta-feira;Dia útil;Corte;Camiseta Estampada;Infantil;49.9;352;317;Não;2;0.63;1;0;1;0;0;Falha de silk;Retrabalho;1;1;17.41;0;0.0;Tinta de estamparia;369;140;Não;Não;Não
1502;2025-03-26;2025;3;Março;2025-03;T1;26;Quarta-feira;Dia útil;Corte;Conjunto Infantil;Infantil;89.9;381;325;Não;6;1.85;1;0;0;0;5;Desalinhamento de costura;Retrabalho;4;2;75.31;0;0.0;Malha de algodão;1344;480;Não;Sim;Não
1504;2025-03-26;2025;3;Março;2025-03;T1;26;Quarta-feira;Dia útil;Corte;Pijama Infantil;Infantil;79.9;268;252;Não;1;0.4;0;0;0;0;1;Desalinhamento de costura;Retrabalho;1;0;0.0;0;0.0;Malha de algodão;963;480;Não;Não;Não
1505;2025-03-26;2025;3;Março;2025-03;T1;26;Quarta-feira;Dia útil;Corte;Shorts Infantil;Infantil;44.9;187;170;Não;1;0.59;0;0;0;0;1;Desalinhamento de costura;Retrabalho;1;0;0.0;0;0.0;Aviamentos;487;260;Não;Não;Não
1511;2025-03-26;2025;3;Março;2025-03;T1;26;Quarta-feira;Dia útil;Costura;Body;Baby;38.9;382;322;Não;6;1.86;0;1;0;3;2;Ponto solto;Retrabalho;4;2;22.42;0;0.0;Aviamentos;694;260;Não;Sim;Não
1513;2025-03-26;2025;3;Março;2025-03;T1;26;Quarta-feira;Dia útil;Costura;Camiseta Estampada;Infantil;49.9;321;313;Não;12;3.83;0;0;0;6;6;Ponto solto;Retrabalho;9;3;43.73;0;0.0;Aviamentos;651;260;Não;Não;Não
1512;2025-03-26;2025;3;Março;2025-03;T1;26;Quarta-feira;Dia útil;Costura;Conjunto Infantil;Infantil;89.9;358;290;Não;10;3.45;1;0;0;4;5;Desalinhamento de costura;Retrabalho;6;4;116.16;0;0.0;Aviamentos;947;260;Não;Sim;Não
1514;2025-03-26;2025;3;Março;2025-03;T1;26;Quarta-feira;Dia útil;Costura;Pijama Infantil;Infantil;79.9;219;192;Não;6;3.12;0;0;1;2;3;Desalinhamento de costura;Retrabalho;5;1;32.83;0;0.0;Aviamentos;856;260;Não;Sim;Não
1515;2025-03-26;2025;3;Março;2025-03;T1;26;Quarta-feira;Dia útil;Costura;Shorts Infantil;Infantil;44.9;175;158;Não;5;3.16;0;0;0;3;2;Ponto solto;Retrabalho;4;1;15.41;0;0.0;Aviamentos;557;260;Não;Não;Não
1506;2025-03-26;2025;3;Março;2025-03;T1;26;Quarta-feira;Dia útil;Estamparia;Body;Baby;38.9;399;323;Não;23;7.12;9;11;2;1;0;Mancha de tinta;Retrabalho;14;9;143.91;0;0.0;Tinta de estamparia;602;140;Não;Sim;Sim
1508;2025-03-26;2025;3;Março;2025-03;T1;26;Quarta-feira;Dia útil;Estamparia;Camiseta Estampada;Infantil;49.9;339;286;Não;15;5.24;7;7;0;0;1;Falha de silk;Segunda Qualidade;7;8;150.28;0;0.0;Tinta de estamparia;437;140;Não;Sim;Sim
1507;2025-03-26;2025;3;Março;2025-03;T1;26;Quarta-feira;Dia útil;Estamparia;Conjunto Infantil;Infantil;89.9;363;341;Não;24;7.04;12;8;2;1;1;Falha de silk;Retrabalho;12;12;452.77;0;0.0;Tinta de estamparia;366;140;Não;Não;Sim
1509;2025-03-26;2025;3;Março;2025-03;T1;26;Quarta-feira;Dia útil;Estamparia;Pijama Infantil;Infantil;79.9;229;178;Não;14;7.87;5;6;1;1;1;Mancha de tinta;Retrabalho;7;7;180.09;0;0.0;Tinta de estamparia;409;140;Não;Sim;Sim
1510;2025-03-26;2025;3;Março;2025-03;T1;26;Quarta-feira;Dia útil;Estamparia;Shorts Infantil;Infantil;44.9;182;166;Não;7;4.22;1;5;1;0;0;Mancha de tinta;Retrabalho;4;3;47.93;0;0.0;Tinta de estamparia;492;140;Não;Não;Não
1521;2025-03-26;2025;3;Março;2025-03;T1;26;Quarta-feira;Dia útil;Expedição;Body;Baby;38.9;336;337;Sim;3;0.89;2;1;0;0;0;Falha de silk;Retrabalho;2;1;16.23;283;11008.7;Malha de algodão;1488;480;Não;Não;Não
1523;2025-03-26;2025;3;Março;2025-03;T1;26;Quarta-feira;Dia útil;Expedição;Camiseta Estampada;Infantil;49.9;329;318;Não;2;0.63;0;0;0;2;0;Ponto solto;Retrabalho;1;1;15.38;286;14271.4;Tinta de estamparia;454;140;Não;Não;Não
1522;2025-03-26;2025;3;Março;2025-03;T1;26;Quarta-feira;Dia útil;Expedição;Conjunto Infantil;Infantil;89.9;323;312;Não;1;0.32;0;0;0;0;1;Desalinhamento de costura;Retrabalho;1;0;0.0;281;25261.9;Malha de algodão;1595;480;Não;Não;Não
1524;2025-03-26;2025;3;Março;2025-03;T1;26;Quarta-feira;Dia útil;Expedição;Pijama Infantil;Infantil;79.9;193;201;Sim;2;1.0;0;1;0;1;0;Mancha de tinta;Retrabalho;1;1;23.02;169;13503.1;Malha de algodão;1569;480;Não;Não;Não
1525;2025-03-26;2025;3;Março;2025-03;T1;26;Quarta-feira;Dia útil;Expedição;Shorts Infantil;Infantil;44.9;163;180;Sim;0;0.0;0;0;0;0;0;Sem defeito relevante;Sem ocorrência relevante;0;0;0.0;164;7363.6;Aviamentos;425;260;Não;Não;Não
1516;2025-03-26;2025;3;Março;2025-03;T1;26;Quarta-feira;Dia útil;Revisão;Body;Baby;38.9;346;331;Não;0;0.0;0;0;0;0;0;Sem defeito relevante;Sem ocorrência relevante;0;0;0.0;0;0.0;Malha de algodão;1221;480;Não;Não;Não
1518;2025-03-26;2025;3;Março;2025-03;T1;26;Quarta-feira;Dia útil;Revisão;Camiseta Estampada;Infantil;49.9;312;241;Não;4;1.66;1;1;1;1;0;Falha de silk;Retrabalho;2;2;39.95;0;0.0;Tinta de estamparia;284;140;Não;Sim;Não
1517;2025-03-26;2025;3;Março;2025-03;T1;26;Quarta-feira;Dia útil;Revisão;Conjunto Infantil;Infantil;89.9;357;305;Não;9;2.95;5;3;0;0;1;Falha de silk;Retrabalho;5;4;145.78;0;0.0;Malha de algodão;1670;480;Não;Sim;Não
1519;2025-03-26;2025;3;Março;2025-03;T1;26;Quarta-feira;Dia útil;Revisão;Pijama Infantil;Infantil;79.9;219;179;Não;4;2.23;2;0;0;0;2;Falha de silk;Retrabalho;3;1;31.62;0;0.0;Malha de algodão;1769;480;Não;Sim;Não
1520;2025-03-26;2025;3;Março;2025-03;T1;26;Quarta-feira;Dia útil;Revisão;Shorts Infantil;Infantil;44.9;166;160;Não;1;0.62;0;0;1;0;0;Deslocamento da arte;Retrabalho;1;0;0.0;0;0.0;Aviamentos;829;260;Não;Não;Não
1526;2025-03-27;2025;3;Março;2025-03;T1;27;Quinta-feira;Dia útil;Corte;Body;Baby;38.9;396;402;Sim;9;2.24;0;0;1;1;7;Desalinhamento de costura;Retrabalho;5;4;59.98;0;0.0;Malha de algodão;1095;480;Não;Não;Não
1528;2025-03-27;2025;3;Março;2025-03;T1;27;Quinta-feira;Dia útil;Corte;Camiseta Estampada;Infantil;49.9;366;363;Não;1;0.28;0;0;0;0;1;Desalinhamento de costura;Retrabalho;1;0;0.0;0;0.0;Tinta de estamparia;388;140;Não;Não;Não
1527;2025-03-27;2025;3;Março;2025-03;T1;27;Quinta-feira;Dia útil;Corte;Conjunto Infantil;Infantil;89.9;393;397;Sim;6;1.51;0;0;0;0;6;Desalinhamento de costura;Retrabalho;4;2;75.38;0;0.0;Malha de algodão;998;480;Não;Não;Não
1529;2025-03-27;2025;3;Março;2025-03;T1;27;Quinta-feira;Dia útil;Corte;Pijama Infantil;Infantil;79.9;259;274;Sim;9;3.28;0;0;1;2;6;Desalinhamento de costura;Retrabalho;5;4;102.74;0;0.0;Malha de algodão;1742;480;Não;Não;Não
1530;2025-03-27;2025;3;Março;2025-03;T1;27;Quinta-feira;Dia útil;Corte;Shorts Infantil;Infantil;44.9;210;221;Sim;6;2.71;0;0;0;0;6;Desalinhamento de costura;Retrabalho;4;2;26.01;0;0.0;Aviamentos;770;260;Não;Não;Não
1536;2025-03-27;2025;3;Março;2025-03;T1;27;Quinta-feira;Dia útil;Costura;Body;Baby;38.9;394;294;Não;5;1.7;0;1;1;2;1;Ponto solto;Retrabalho;3;2;23.1;0;0.0;Aviamentos;899;260;Não;Sim;Não
1538;2025-03-27;2025;3;Março;2025-03;T1;27;Quinta-feira;Dia útil;Costura;Camiseta Estampada;Infantil;49.9;303;299;Não;5;1.67;0;0;0;4;1;Ponto solto;Retrabalho;4;1;15.02;0;0.0;Aviamentos;555;260;Não;Não;Não
1537;2025-03-27;2025;3;Março;2025-03;T1;27;Quinta-feira;Dia útil;Costura;Conjunto Infantil;Infantil;89.9;349;388;Sim;10;2.58;2;0;0;2;6;Desalinhamento de costura;Retrabalho;8;2;65.04;0;0.0;Aviamentos;667;260;Não;Não;Não
1539;2025-03-27;2025;3;Março;2025-03;T1;27;Quinta-feira;Dia útil;Costura;Pijama Infantil;Infantil;79.9;231;264;Sim;7;2.65;0;0;0;3;4;Desalinhamento de costura;Retrabalho;5;2;45.41;0;0.0;Aviamentos;468;260;Não;Não;Não
1540;2025-03-27;2025;3;Março;2025-03;T1;27;Quinta-feira;Dia útil;Costura;Shorts Infantil;Infantil;44.9;179;187;Sim;1;0.53;0;0;0;0;1;Desalinhamento de costura;Retrabalho;1;0;0.0;0;0.0;Aviamentos;738;260;Não;Não;Não
1531;2025-03-27;2025;3;Março;2025-03;T1;27;Quinta-feira;Dia útil;Estamparia;Body;Baby;38.9;392;357;Não;18;5.04;6;7;3;2;0;Mancha de tinta;Retrabalho;11;7;103.65;0;0.0;Tinta de estamparia;485;140;Não;Não;Sim
1533;2025-03-27;2025;3;Março;2025-03;T1;27;Quinta-feira;Dia útil;Estamparia;Camiseta Estampada;Infantil;49.9;339;275;Não;19;6.91;2;10;5;1;1;Mancha de tinta;Retrabalho;11;8;115.44;0;0.0;Tinta de estamparia;367;140;Não;Sim;Sim
1532;2025-03-27;2025;3;Março;2025-03;T1;27;Quinta-feira;Dia útil;Estamparia;Conjunto Infantil;Infantil;89.9;374;274;Não;19;6.93;7;5;3;3;1;Falha de silk;Retrabalho;11;8;287.99;0;0.0;Tinta de estamparia;602;140;Não;Sim;Sim
1534;2025-03-27;2025;3;Março;2025-03;T1;27;Quinta-feira;Dia útil;Estamparia;Pijama Infantil;Infantil;79.9;220;212;Não;7;3.3;5;1;1;0;0;Falha de silk;Segunda Qualidade;3;4;115.84;0;0.0;Tinta de estamparia;300;140;Não;Não;Não
1535;2025-03-27;2025;3;Março;2025-03;T1;27;Quinta-feira;Dia útil;Estamparia;Shorts Infantil;Infantil;44.9;187;180;Não;9;5.0;4;3;2;0;0;Falha de silk;Retrabalho;5;4;54.41;0;0.0;Tinta de estamparia;327;140;Não;Não;Não
1546;2025-03-27;2025;3;Março;2025-03;T1;27;Quinta-feira;Dia útil;Expedição;Body;Baby;38.9;352;363;Sim;2;0.55;0;0;0;1;1;Ponto solto;Retrabalho;1;1;14.27;314;12214.6;Malha de algodão;1713;480;Não;Não;Não
1548;2025-03-27;2025;3;Março;2025-03;T1;27;Quinta-feira;Dia útil;Expedição;Camiseta Estampada;Infantil;49.9;296;326;Sim;2;0.61;0;0;1;1;0;Deslocamento da arte;Retrabalho;1;1;20.26;275;13722.5;Tinta de estamparia;342;140;Não;Não;Não
1547;2025-03-27;2025;3;Março;2025-03;T1;27;Quinta-feira;Dia útil;Expedição;Conjunto Infantil;Infantil;89.9;313;323;Sim;3;0.93;0;0;1;1;1;Deslocamento da arte;Retrabalho;2;1;31.09;285;25621.5;Malha de algodão;1388;480;Não;Não;Não
1549;2025-03-27;2025;3;Março;2025-03;T1;27;Quinta-feira;Dia útil;Expedição;Pijama Infantil;Infantil;79.9;224;222;Não;2;0.9;0;2;0;0;0;Mancha de tinta;Retrabalho;1;1;22.49;211;16858.9;Malha de algodão;1486;480;Não;Não;Não
1550;2025-03-27;2025;3;Março;2025-03;T1;27;Quinta-feira;Dia útil;Expedição;Shorts Infantil;Infantil;44.9;159;188;Sim;0;0.0;0;0;0;0;0;Sem defeito relevante;Sem ocorrência relevante;0;0;0.0;168;7543.2;Aviamentos;864;260;Não;Não;Não
1541;2025-03-27;2025;3;Março;2025-03;T1;27;Quinta-feira;Dia útil;Revisão;Body;Baby;38.9;355;271;Não;8;2.95;3;0;2;1;2;Falha de silk;Retrabalho;5;3;46.8;0;0.0;Malha de algodão;1289;480;Não;Sim;Não
1543;2025-03-27;2025;3;Março;2025-03;T1;27;Quinta-feira;Dia útil;Revisão;Camiseta Estampada;Infantil;49.9;324;343;Sim;5;1.46;0;1;2;1;1;Deslocamento da arte;Retrabalho;3;2;35.57;0;0.0;Tinta de estamparia;325;140;Não;Não;Não
1542;2025-03-27;2025;3;Março;2025-03;T1;27;Quinta-feira;Dia útil;Revisão;Conjunto Infantil;Infantil;89.9;335;328;Não;9;2.74;2;4;0;2;1;Mancha de tinta;Retrabalho;5;4;142.09;0;0.0;Malha de algodão;1631;480;Não;Não;Não
1544;2025-03-27;2025;3;Março;2025-03;T1;27;Quinta-feira;Dia útil;Revisão;Pijama Infantil;Infantil;79.9;216;217;Sim;6;2.76;2;1;0;2;1;Falha de silk;Retrabalho;4;2;51.67;0;0.0;Malha de algodão;1329;480;Não;Não;Não
1545;2025-03-27;2025;3;Março;2025-03;T1;27;Quinta-feira;Dia útil;Revisão;Shorts Infantil;Infantil;44.9;170;141;Não;0;0.0;0;0;0;0;0;Sem defeito relevante;Sem ocorrência relevante;0;0;0.0;0;0.0;Aviamentos;840;260;Não;Sim;Não
1551;2025-03-28;2025;3;Março;2025-03;T1;28;Sexta-feira;Dia útil;Corte;Body;Baby;38.9;413;432;Sim;4;0.93;0;0;1;1;2;Desalinhamento de costura;Retrabalho;2;2;25.97;0;0.0;Malha de algodão;1854;480;Não;Não;Não
1553;2025-03-28;2025;3;Março;2025-03;T1;28;Sexta-feira;Dia útil;Corte;Camiseta Estampada;Infantil;49.9;329;301;Não;2;0.66;0;0;0;1;1;Ponto solto;Retrabalho;1;1;18.34;0;0.0;Tinta de estamparia;422;140;Não;Não;Não
1552;2025-03-28;2025;3;Março;2025-03;T1;28;Sexta-feira;Dia útil;Corte;Conjunto Infantil;Infantil;89.9;385;346;Não;6;1.73;0;0;0;1;5;Desalinhamento de costura;Retrabalho;4;2;51.84;0;0.0;Malha de algodão;1361;480;Não;Sim;Não
1554;2025-03-28;2025;3;Março;2025-03;T1;28;Sexta-feira;Dia útil;Corte;Pijama Infantil;Infantil;79.9;263;241;Não;5;2.07;0;0;0;0;5;Desalinhamento de costura;Retrabalho;3;2;44.77;0;0.0;Malha de algodão;1429;480;Não;Não;Não
1555;2025-03-28;2025;3;Março;2025-03;T1;28;Sexta-feira;Dia útil;Corte;Shorts Infantil;Infantil;44.9;185;174;Não;1;0.57;0;1;0;0;0;Mancha de tinta;Retrabalho;1;0;0.0;0;0.0;Aviamentos;1058;260;Não;Não;Não
1561;2025-03-28;2025;3;Março;2025-03;T1;28;Sexta-feira;Dia útil;Costura;Body;Baby;38.9;386;391;Sim;17;4.35;0;0;1;10;6;Ponto solto;Retrabalho;11;6;70.87;0;0.0;Aviamentos;851;260;Não;Não;Não
